name	sex	dramaRatio	actionRatio	comedyRation	total
John	M	0.343556246983283	0.444684422364614	0.211759330652103	6613
Jack	M	0.280012699645924	0.458055283757111	0.261932016596966	4405
David	M	0.403530021417757	0.328306517398997	0.268163461183246	4123
Paul	M	0.419681290967148	0.247705545383169	0.332613163649683	3748
Tom	M	0.325566971041725	0.38140506352539	0.293027965432885	3608
Frank	M	0.342306345691337	0.392663920425902	0.265029733882762	3417
Joe	M	0.308717374260923	0.39287348561801	0.298409140121068	3413
Michael	M	0.379721756340521	0.337563512855283	0.282714730804196	3391
Mary	F	0.370035998791542	0.319654677737542	0.310309323470917	3314
Peter	M	0.344688105793517	0.325604431106224	0.329707463100259	3273
Anna	F	0.487168783631513	0.225937986508587	0.2868932298599	3209
Mike	M	0.29539613336058	0.374074161280094	0.330529705359326	2974
Maria	F	0.428881193918599	0.291096236754815	0.280022569326586	2967
George	M	0.329844506191517	0.340754982528516	0.329400511279967	2868
James	M	0.346994580014922	0.404489997377688	0.24851542260739	2857
Robert	M	0.385087524001654	0.346832558558135	0.268079917440211	2720
Sam	M	0.307886309469399	0.387140299654627	0.304973390875974	2695
Jim	M	0.273050397972973	0.498055268681747	0.22889433334528	2588
Bill	M	0.27918384324767	0.421069691419982	0.299746465332348	2493
Sarah	F	0.401980494937029	0.289932318847327	0.308087186215644	2459
Ben	M	0.334920950749675	0.352980329284545	0.312098719965781	2424
Richard	M	0.366727208941139	0.321345429100453	0.311927361958408	2327
Steve	M	0.26338151127427	0.419862597061708	0.316755891664022	2267
Max	M	0.296955758018563	0.337778040413333	0.365266201568105	2231
Harry	M	0.304116048813007	0.348449588677386	0.347434362509607	2187
Laura	F	0.431197085205665	0.249170464603954	0.31963245019038	2164
Alex	M	0.359409861143445	0.329399023002389	0.311191115854166	2151
Thomas	M	0.424939614323913	0.336213232203462	0.238847153472625	2142
Charlie	M	0.302723701049677	0.335269161279543	0.36200713767078	2135
Mark	M	0.340264898087311	0.364969233966288	0.294765867946401	2121
Bob	M	0.252668866015493	0.398704914871539	0.348626219112967	2112
Tony	M	0.297090046368629	0.38530961742612	0.31760033620525	2101
Martin	M	0.388249767996748	0.306136938950447	0.305613293052805	2078
Henry	M	0.349689719402099	0.340197124846684	0.310113155751218	2067
Daniel	M	0.42002660545317	0.314463749529916	0.265509645016914	1969
Nick	M	0.309980788424891	0.372604690532796	0.317414521042313	1959
Johnny	M	0.275137492153595	0.439058102987532	0.285804404858873	1868
Alice	F	0.382300643711186	0.263130709101405	0.354568647187408	1841
Charles	M	0.383563318679087	0.330141580012098	0.286295101308815	1829
Jimmy	M	0.294132903899994	0.334186089236941	0.371681006863064	1826
William	M	0.351786289018474	0.416140457719388	0.232073253262138	1819
Billy	M	0.278232282082444	0.37861487173002	0.343152846187536	1738
Adam	M	0.356191183758362	0.304917792116864	0.338891024124774	1726
Chris	M	0.338382429660878	0.353384627451396	0.308232942887726	1688
Lisa	F	0.340374271255587	0.309891026932684	0.349734701811729	1667
Jane	F	0.314634546728957	0.379927395015787	0.305438058255256	1667
Dan	M	0.28448315320768	0.416154434372109	0.299362412420211	1618
Kate	F	0.363965404806565	0.303869195157203	0.332165400036232	1583
Simon	M	0.371577520575686	0.30180645373661	0.326616025687704	1541
Marie	F	0.470028316658086	0.232620110788049	0.297351572553866	1521
Helen	F	0.36717913291433	0.351877056447006	0.280943810638663	1507
Julie	F	0.357356124143521	0.29760063102811	0.34504324482837	1473
Jake	M	0.287703790265534	0.430450718139477	0.281845491594989	1473
Danny	M	0.315019449058724	0.364618860874088	0.320361690067188	1467
Dave	M	0.263049842633608	0.328969604228915	0.407980553137478	1459
Eva	F	0.416593694737233	0.228606036843567	0.3548002684192	1443
Julia	F	0.389313913758987	0.262226948764156	0.348459137476858	1435
Eddie	M	0.3253226472688	0.323972978739553	0.350704373991647	1415
Eric	M	0.332226121307403	0.381075252947762	0.286698625744834	1379
Susan	F	0.348995408184483	0.331773334593446	0.319231257222071	1364
Jason	M	0.291438487012958	0.387191786967206	0.321369726019835	1358
Claire	F	0.392529853865885	0.296282784534955	0.311187361599161	1349
Anne	F	0.43973435884424	0.2892148245577	0.271050816598061	1343
Jenny	F	0.322986449221836	0.305028883900087	0.371984666878077	1329
Matt	M	0.30791286485869	0.387724491156866	0.304362643984444	1318
Kevin	M	0.28866121375443	0.318456055569326	0.392882730676244	1311
Lee	M	0.314514398299715	0.459723935814559	0.225761665885726	1298
Sara	F	0.399854114921427	0.289384555482274	0.310761329596299	1295
Juan	M	0.37864836738994	0.308606741028952	0.312744891581109	1293
Barbara	F	0.332702133154692	0.286896488551222	0.380401378294086	1293
Linda	F	0.343545735206904	0.314491129618931	0.341963135174165	1280
Tommy	M	0.316511492259063	0.345685467285917	0.33780304045502	1279
Walter	M	0.333676903378211	0.323534263091883	0.342788833529906	1273
Carlos	M	0.38255599378893	0.315337133850232	0.302106872360838	1270
Emma	F	0.400981477978434	0.240217056382107	0.358801465639459	1237
Victor	M	0.34906725867758	0.367357823369002	0.283574917953418	1236
Emily	F	0.387560805741691	0.283565629071403	0.328873565186906	1221
Rachel	F	0.389083029374661	0.308575835758994	0.302341134866344	1218
Brian	M	0.32785983450482	0.27450685785794	0.39763330763724	1218
Lucy	F	0.330514587517896	0.302180466922441	0.367304945559663	1201
Fred	M	0.31094888361473	0.301889833477166	0.387161282908104	1177
Tim	M	0.291419720839784	0.358237510180537	0.350342768979679	1175
Jeff	M	0.248041175691841	0.401475399085295	0.350483425222864	1175
Elizabeth	F	0.432816549112543	0.290213839721447	0.27696961116601	1172
Bobby	M	0.318177187333171	0.311808205746922	0.370014606919907	1158
Arthur	M	0.341362222118927	0.334504860116349	0.324132917764725	1149
Ana	F	0.506815482893076	0.197229174449969	0.295955342656955	1146
Larry	M	0.266358408816938	0.33355450732721	0.400087083855852	1132
Joseph	M	0.435077859545279	0.345915082243817	0.219007058210903	1119
Pete	M	0.293917448819545	0.344931414137693	0.361151137042761	1114
Amy	F	0.334351797983069	0.257424147305484	0.408224054711447	1093
Betty	F	0.272980549211411	0.32701053292642	0.400008917862169	1091
Jerry	M	0.25877307808448	0.328297924258663	0.412928997656857	1085
Ray	M	0.324626649633256	0.394497059655327	0.280876290711417	1082
Karen	F	0.377128149650176	0.292412997866297	0.330458852483527	1079
Sally	F	0.286225772266527	0.326138211825933	0.38763601590754	1075
Nina	F	0.441417236041852	0.238848044683287	0.319734719274861	1074
Rita	F	0.333098684614702	0.313941144469914	0.352960170915384	1072
Carl	M	0.32507705698396	0.354089955630958	0.320832987385082	1071
Sister	F	0.386458214348347	0.301418115504919	0.312123670146733	1061
Andy	M	0.282710594542885	0.319082150904131	0.398207254552984	1061
Roger	M	0.307907582850688	0.292639491909263	0.39945292524005	1060
Rose	F	0.412828447560253	0.266473569406892	0.320697983032855	1052
Antonio	M	0.376474498277248	0.254608960621604	0.368916541101147	1045
Sophie	F	0.408376330578457	0.171648577066337	0.419975092355207	1037
Pierre	M	0.42738658138011	0.271681691631286	0.300931726988604	1018
Maggie	F	0.394669906497751	0.240815888264108	0.364514205238142	994
Albert	M	0.333726077851902	0.325650729400914	0.340623192747184	993
Alan	M	0.348228408553924	0.337088157703026	0.31468343374305	992
Annie	F	0.370966210466194	0.262064458793541	0.366969330740265	991
Angela	F	0.377227722809698	0.267330797893109	0.355441479297193	980
Andrew	M	0.373293819813981	0.280190567514719	0.3465156126713	976
Ali	M	0.381107724952636	0.39683558047541	0.222056694571955	973
Judge	M	0.384957012680181	0.309826570266615	0.305216417053205	968
Will	M	0.31339250445251	0.412738374052776	0.273869121494713	962
Pedro	M	0.393267765021493	0.320760710341504	0.285971524637003	961
Scott	M	0.269557385067867	0.402256653731204	0.328185961200929	957
Patrick	M	0.360346663613418	0.264462681289922	0.375190655096659	950
Jessica	F	0.320489984688195	0.297144635439766	0.382365379872038	950
Nancy	F	0.354194137337655	0.31050872926352	0.335297133398825	945
Karl	M	0.379456009391881	0.313574610717518	0.306969379890601	916
Jennifer	F	0.303748041649004	0.336501377670238	0.359750580680758	916
Ruth	F	0.427556014617416	0.302929175571034	0.26951480981155	913
Leo	M	0.345248860176451	0.298361616167591	0.356389523655958	911
Vincent	M	0.355719008900879	0.369729013716233	0.274551977382888	908
Grace	F	0.416962605118644	0.245529096080296	0.33750829880106	904
Charlotte	F	0.385978644674498	0.231061101796806	0.382960253528697	904
Elena	F	0.436146067903594	0.276156246005251	0.287697686091155	900
Carol	F	0.334300541042191	0.307398714577555	0.358300744380254	897
Ryan	M	0.322193661985698	0.335765324103136	0.342041013911167	894
Miguel	M	0.399314146341041	0.328685811632997	0.272000042025961	888
Ivan	M	0.371759765374016	0.372847881930514	0.25539235269547	888
Ann	F	0.355840382900911	0.426681360919829	0.21747825617926	888
Ted	M	0.270571721042959	0.321095287309509	0.408332991647532	887
Kim	F	0.34822458890081	0.299979206758705	0.351796204340485	884
Amanda	F	0.34210040494135	0.310634790012705	0.347264805045946	882
Vera	F	0.441628258095778	0.206109845678861	0.352261896225362	872
Phil	M	0.302659536120529	0.26522036865673	0.432120095222741	872
Edward	M	0.375038510188727	0.402549894790577	0.222411595020696	868
Margaret	F	0.432571293024716	0.252151885877118	0.315276821098165	864
Louise	F	0.409511897914513	0.235332951307524	0.355155150777962	864
Roy	M	0.294720947679594	0.427620575761016	0.277658476559391	864
Jean	M	0.421967371418951	0.292490330661326	0.285542297919723	861
Ed	M	0.312247496477647	0.374742328129919	0.313010175392433	858
Rick	M	0.281254449565081	0.407837608227934	0.310907942206985	851
Diana	F	0.339052354317276	0.360189204960789	0.300758440721935	846
Samantha	F	0.289575924029618	0.365937792777366	0.344486283193016	845
Catherine	F	0.438477762438579	0.275255992205889	0.286266245355532	844
Mario	M	0.36222738740998	0.23352292940598	0.40424968318404	844
Louis	M	0.377379458468734	0.333294852126283	0.289325689404983	838
Sandra	F	0.377728030820859	0.263724852726268	0.358547116452872	837
Sean	M	0.373664885527108	0.353775230023004	0.272559884449887	835
Gary	M	0.295738161982013	0.25154406202659	0.452717775991398	834
Martha	F	0.423067338824951	0.24615553215195	0.330777129023099	826
Rosa	F	0.435826906597898	0.191727651205821	0.372445442196281	826
Joan	F	0.325103514631359	0.37915532104589	0.295741164322751	823
Ellen	F	0.366408255263487	0.321343695290525	0.312248049445988	822
Dick	M	0.197414912160338	0.429415313829589	0.373169774010073	822
Luke	M	0.287318715352237	0.42730453076882	0.285376753878943	819
Jan	M	0.418231646063258	0.293045466337731	0.288722887599011	818
Bruno	M	0.360779471215051	0.262403076783349	0.3768174520016	818
Molly	F	0.289075010651937	0.343480015272842	0.367444974075221	813
Hans	M	0.383577721958872	0.28001637851561	0.336405899525518	808
Ken	M	0.23436859605805	0.478380771717193	0.287250632224757	792
Kim	M	0.364404859369766	0.391772831041341	0.243822309588893	789
Michelle	F	0.36888183019939	0.27283251348242	0.35828565631819	785
Carmen	F	0.417577054655148	0.233237542898744	0.349185402446107	783
Gloria	F	0.316190924904808	0.273206286519195	0.410602788575997	782
Josh	M	0.302441022694299	0.299868020186649	0.397690957119052	778
Paula	F	0.419492887770151	0.196406589712516	0.384100522517334	774
Clara	F	0.483874177224302	0.177748971566598	0.338376851209101	772
Al	M	0.301479650694528	0.345745027810782	0.352775321494691	768
Luis	M	0.412208917815088	0.301599850545733	0.286191231639179	766
Lily	F	0.361987855020154	0.312712147927891	0.325299997051955	761
Jonathan	M	0.324419761977279	0.387658740322695	0.287921497700027	757
Gabriel	M	0.394342151828401	0.344833458997736	0.260824389173863	746
Marco	M	0.370537680802872	0.352377667817962	0.277084651379166	744
Lola	F	0.317025121235058	0.273885045167158	0.409089833597784	739
Greg	M	0.299407718415274	0.276876200437941	0.423716081146785	732
Marta	F	0.475585740610518	0.173599527919838	0.350814731469644	731
Anthony	M	0.32454269164472	0.351266292725184	0.324191015630096	731
Kelly	F	0.292878712300208	0.335154509070662	0.37196677862913	730
Christine	F	0.426870345031681	0.227012125299586	0.346117529668733	725
Beth	F	0.381365945220598	0.260788582494833	0.357845472284569	724
Barry	M	0.254299234228374	0.259740497408079	0.485960268363547	721
Bruce	M	0.205366018906861	0.503255067721546	0.291378913371593	714
Marcus	M	0.326127940838703	0.439272574655111	0.234599484506186	713
Tina	F	0.3050802027781	0.26617073436758	0.42874906285432	709
Irene	F	0.442601426624424	0.22205969840255	0.335338874973026	704
Terry	M	0.312775196252087	0.333993549952636	0.353231253795277	701
Teresa	F	0.49562913793663	0.213480667913261	0.290890194150109	693
Alexander	M	0.383862248451276	0.376000675793397	0.240137075755327	692
Victoria	F	0.39178653920866	0.281445506898611	0.326767953892729	691
Rebecca	F	0.382376265507213	0.288724982334162	0.328898752158624	684
Brad	M	0.238694825971278	0.326689324292137	0.434615849736586	682
Steven	M	0.319678464777386	0.354008282183926	0.326313253038687	680
Nicole	F	0.349038071387162	0.304689441993435	0.346272486619403	677
Duke	M	0.247568964601404	0.501397881821783	0.251033153576813	674
Olga	F	0.439260385252929	0.20396064335766	0.356778971389411	664
Patricia	F	0.362841869788723	0.291798685162301	0.345359445048976	662
Isabel	F	0.452023023895054	0.293364345886415	0.254612630218532	660
Jacob	M	0.409429298417639	0.3446906063074	0.245880095274962	660
Lucas	M	0.364735951939981	0.354581638897052	0.280682409162967	656
Katie	F	0.349010552253795	0.27160982352696	0.379379624219245	656
Nora	F	0.440977684779836	0.252986164275154	0.306036150945011	655
Caroline	F	0.381734520069147	0.244890068733627	0.373375411197226	653
Manuel	M	0.397707830025785	0.347125718844228	0.255166451129987	651
Philip	M	0.388194695491472	0.326479475590109	0.285325828918419	649
Lena	F	0.443241660078165	0.265340862125352	0.291417477796483	648
Dennis	M	0.31063640025545	0.288297993255676	0.401065606488874	648
Donna	F	0.327439188916469	0.273971258787551	0.39858955229598	635
Oliver	M	0.348915998152438	0.28361176872054	0.367472233127022	632
Christian	M	0.407122334159686	0.238554969376281	0.354322696464033	630
Hannah	F	0.45962461588295	0.18063449784238	0.35974088627467	626
Janet	F	0.340486805496528	0.33631620529478	0.323196989208693	626
Kyle	M	0.25678516261442	0.401677362252771	0.341537475132809	625
Jay	M	0.298614074740784	0.334628865151085	0.36675706010813	624
Doug	M	0.273887701358954	0.276923409363916	0.44918888927713	620
Roberto	M	0.403635390461945	0.24268165322988	0.353682956308174	617
Claudia	F	0.399391228639264	0.203226815314909	0.397381956045826	608
Joey	M	0.328628452828203	0.309666261592227	0.36170528557957	608
Liz	F	0.341263328792676	0.24376639422105	0.414970276986274	607
Gina	F	0.316671255496383	0.328305717469526	0.355023027034091	604
Stephen	M	0.439174542278258	0.282909862540407	0.277915595181335	601
Pablo	M	0.361163873034738	0.307599159478611	0.331236967486651	600
Stella	F	0.383104288251066	0.245156985362424	0.37173872638651	595
Carla	F	0.379561913959283	0.27943802635278	0.341000059687937	594
Jean	F	0.392784099745514	0.362556576171267	0.244659324083219	592
Samuel	M	0.43691771322858	0.314437841355911	0.248644445415509	590
Marc	M	0.378221729390902	0.221654697023601	0.400123573585496	590
Aaron	M	0.350496038067944	0.33079098283381	0.318712979098246	588
Rob	M	0.279491685576741	0.336933642780394	0.383574671642865	588
Hank	M	0.247650147246688	0.452624092571507	0.299725760181805	586
Matthew	M	0.421820207157517	0.298462291931369	0.279717500911114	584
Harold	M	0.289580461503455	0.328901465955453	0.381518072541092	582
Marina	F	0.366407298110281	0.262779616813921	0.370813085075798	581
Monica	F	0.352334345098371	0.289039037742025	0.358626617159604	580
Alex	F	0.305826818275987	0.395581955409546	0.298591226314467	579
Judy	F	0.293277607563153	0.299152108560942	0.407570283875905	579
Helena	F	0.465202765704527	0.248267098468637	0.286530135826836	578
Andrea	F	0.426167782137642	0.248346714666645	0.325485503195713	578
Benjamin	M	0.324098221755339	0.360655648429171	0.31524612981549	577
Diane	F	0.395630943759147	0.264593933690126	0.339775122550727	575
Anita	F	0.360736069337732	0.298897629482859	0.340366301179409	575
Diego	M	0.355265058526288	0.386154747545018	0.258580193928694	572
Felix	M	0.312483046141173	0.314797859378694	0.372719094480132	571
Jacques	M	0.38420456488075	0.288793046963461	0.327002388155788	565
Ralph	M	0.324383203556108	0.312976659635571	0.362640136808321	564
Lee	F	0.38227842833669	0.379532314691053	0.238189256972257	563
Olivia	F	0.439871140793635	0.19044624979619	0.369682609410174	560
Nathan	M	0.342220785495988	0.36009956434881	0.297679650155202	559
Chuck	M	0.203630421808748	0.431993484396927	0.364376093794325	559
Ron	M	0.296626773806939	0.331981995391697	0.371391230801364	558
Jackie	F	0.316138374585802	0.281320735759013	0.402540889655185	557
Maya	F	0.330561223500093	0.444909643378647	0.22452913312126	556
Donald	M	0.288043301398506	0.310880929137523	0.401075769463971	552
Jill	F	0.312470636325731	0.285780744735264	0.401748618939005	546
Anton	M	0.364344346929151	0.313298915396928	0.322356737673921	545
Sylvia	F	0.374124774831007	0.267599484587981	0.358275740581013	545
Natalie	F	0.378453804273315	0.272177036692543	0.349369159034142	544
Eve	F	0.35708798880684	0.346998767990748	0.295913243202412	538
Howard	M	0.304966265503536	0.340034715704796	0.354999018791668	538
Dean	M	0.301374228944168	0.302174499183411	0.396451271872421	538
Oscar	M	0.312075613918772	0.312363060783748	0.375561325297481	534
Fernando	M	0.422797581445057	0.227461199363389	0.349741219191554	531
Hugo	M	0.31988360045234	0.266528609350823	0.413587790196837	526
Ian	M	0.364442678502873	0.323385070626839	0.312172250870289	525
Vanessa	F	0.355605559481962	0.289467830687174	0.354926609830864	525
Bernard	M	0.355247284633245	0.212253623711299	0.432499091655456	524
Francis	M	0.286075841067546	0.395758707485912	0.318165451446543	521
Alberto	M	0.416768952579968	0.167343080259965	0.415887967160067	520
Sebastian	M	0.348954147497973	0.28832533424094	0.362720518261087	518
Gordon	M	0.254164694971011	0.445045749704824	0.300789555324165	517
Sonia	F	0.329935932145292	0.373161720101292	0.296902347753416	515
Alfred	M	0.323967505284281	0.302293487480935	0.373739007234783	514
Cindy	F	0.252642729286288	0.30401802069809	0.443339250015622	508
Ricardo	M	0.366667333600327	0.316291507252256	0.317041159147416	504
Stefan	M	0.448649970661053	0.219383409432485	0.331966619906462	503
Erik	M	0.405382545892101	0.329171667482872	0.265445786625027	503
Jorge	M	0.417340907507717	0.21364043306591	0.369018659426373	500
Chloe	F	0.34244277379633	0.24952737177233	0.408029854431339	499
Alicia	F	0.407057266623758	0.316699956622859	0.276242776753383	498
Boris	M	0.304951970879921	0.417323457949974	0.277724571170104	497
Todd	M	0.259316480029746	0.247152756764867	0.493530763205387	495
Park	M	0.350747246680196	0.323533976981608	0.325718776338196	494
Stan	M	0.281146468043843	0.284823306341616	0.434030225614541	494
Sheila	F	0.293918943230899	0.306299598278115	0.399781458490986	492
Mona	F	0.342839204029137	0.269425346891057	0.387735449079807	491
Raymond	M	0.359465744805666	0.3420122070453	0.298522048149034	490
Jeremy	M	0.347532516588758	0.274434433909579	0.378033049501663	490
Katherine	F	0.407706419427121	0.353982405253144	0.238311175319735	487
Wendy	F	0.282610271913489	0.263871808597801	0.45351791948871	481
Sam	F	0.329477056441727	0.305970466081288	0.364552477476985	479
Jesse	M	0.34644962035166	0.37117580061229	0.282374579036051	476
Dorothy	F	0.287347639341828	0.366942660303588	0.345709700354584	475
Marianne	F	0.444717524529752	0.174439433253559	0.380843042216689	474
Sue	F	0.329803172011488	0.292714970512044	0.377481857476469	474
Otto	M	0.30297241519425	0.359473064577293	0.337554520228457	473
Melissa	F	0.308417269037602	0.302776248002639	0.388806482959759	473
Julian	M	0.34995270688523	0.327173731202507	0.322873561912263	467
Marion	F	0.356610803854383	0.295961498816996	0.347427697328621	466
Derek	M	0.31533858300843	0.311476021708893	0.373185395282678	466
Heather	F	0.291044654783171	0.30851476586493	0.400440579351899	466
Stanley	M	0.30729389115619	0.316767931562903	0.375938177280906	462
Justin	M	0.310610869018193	0.284615830395802	0.404773300586004	462
Doris	F	0.300536482797549	0.304466904038536	0.394996613163915	461
Michel	M	0.411552882984377	0.178152581293335	0.410294535722288	457
Peggy	F	0.317318626632234	0.288044811568594	0.394636561799172	457
Daisy	F	0.292022289774704	0.268434738593702	0.439542971631594	457
Vince	M	0.295037462305311	0.384899052182546	0.320063485512143	455
Jones	M	0.217599675996819	0.480392682059051	0.30200764194413	455
Connie	F	0.322334428178712	0.308115653455795	0.369549918365493	452
Jackson	M	0.266862602906972	0.463128716100135	0.270008680992892	452
Antoine	M	0.378380003637808	0.207636251208876	0.413983745153316	450
Lauren	F	0.358827063167656	0.265951722183357	0.375221214648987	450
Keith	M	0.326949720349188	0.314588673365475	0.358461606285337	449
Mickey	M	0.300579610017844	0.328277275884365	0.371143114097791	448
Tyler	M	0.280292375376816	0.406608238512891	0.313099386110293	447
Franz	M	0.433921358779654	0.208808190107807	0.357270451112539	446
Maurice	M	0.393555705716104	0.166126097474497	0.440318196809399	445
Jeanne	F	0.527181869138839	0.216968522307383	0.255849608553777	444
Kurt	M	0.317259481583902	0.376811231578798	0.3059292868373	444
Veronica	F	0.312649210695463	0.241908679881634	0.445442109422902	444
Benny	M	0.290063262839857	0.296901862438915	0.413034874721228	443
Stephanie	F	0.320383154254177	0.239032921305795	0.440583924440028	442
Sharon	F	0.357604964312639	0.314654173351608	0.327740862335753	441
Virginia	F	0.431626735200267	0.236855426705627	0.331517838094106	438
Carlo	M	0.341827377432323	0.283948312170984	0.374224310396693	438
Smith	M	0.217927775045498	0.520312683008062	0.261759541946439	437
Neil	M	0.311020628869927	0.324694508352793	0.36428486277728	436
Sofia	F	0.4473742139744	0.235228935298824	0.317396850726777	434
Marty	M	0.293686111402675	0.303757874121081	0.402556014476244	432
Ricky	M	0.283976467799303	0.289644734795681	0.426378797405016	432
