name	sex	dramaRatio	actionRatio	comedyRation	total
Rudy	M	0.218538375150878	0.468912650288007	0.312548974561115	235
Werner	M	0.428441683536725	0.236823741788859	0.334734574674416	234
Hassan	M	0.384181082016648	0.358707970005511	0.257110947977841	234
Miller	M	0.344933493034827	0.405605268635241	0.249461238329932	234
Sasha	F	0.301449777710553	0.398782151065203	0.299768071224244	234
Rich	M	0.309220117684994	0.217460033116918	0.473319849198088	234
Patty	F	0.276420069757068	0.265449934880379	0.458129995362554	234
Johan	M	0.470047333578335	0.222604677101656	0.307347989320009	233
Valentina	F	0.360046096495538	0.266726936880845	0.373226966623617	233
Ramon	M	0.258355312108571	0.551338007929519	0.19030667996191	233
Harris	M	0.252417214873053	0.497021168838864	0.250561616288082	233
Ida	F	0.422146471548086	0.19098120345159	0.386872325000324	232
Petra	F	0.415851842841911	0.200112921154705	0.384035236003384	232
Abigail	F	0.361955273673119	0.365967102303159	0.272077624023721	232
Dawn	F	0.364567059039179	0.28532632625834	0.350106614702481	232
Allen	M	0.342340914972979	0.274438635055565	0.383220449971456	232
Jared	M	0.322046474537171	0.255266835393468	0.422686690069361	232
Esteban	M	0.332512943474663	0.450280665146855	0.217206391378483	231
Ronald	M	0.287840508088401	0.379086358502663	0.333073133408936	231
Curtis	M	0.296829125210437	0.389114544942722	0.314056329846841	230
Charlie	F	0.289973977548016	0.327606983542343	0.382419038909641	230
Abel	M	0.378014019672096	0.417966885585989	0.204019094741914	229
Antonia	F	0.481747396757786	0.157490569024978	0.360762034217237	228
Bianca	F	0.368634714834406	0.254985527147076	0.376379758018518	228
Jules	M	0.353378299343001	0.288388717112875	0.358232983544124	228
Dominic	M	0.322072310793489	0.435045837279761	0.242881851926751	226
Gil	M	0.32126306093527	0.336559926924474	0.342177012140256	226
Glenn	M	0.277389432786089	0.354138942442111	0.368471624771799	226
Aurora	F	0.388395167584544	0.259917168730764	0.351687663684693	225
Wally	M	0.169626712228825	0.403835969162321	0.426537318608854	225
Susie	F	0.28195660398718	0.177323966948631	0.540719429064189	224
Leah	F	0.401320538757799	0.299368200939301	0.299311260302901	223
Dante	M	0.280631568505131	0.439563508887098	0.279804922607771	223
Jenna	F	0.320227915136149	0.308348094551079	0.371423990312772	222
Ada	F	0.430129714425801	0.268220381441551	0.301649904132648	221
Andrea	M	0.374484020548202	0.225154690005752	0.400361289446046	221
Chase	M	0.213215239395011	0.470861662890651	0.315923097714338	221
Cecilia	F	0.512332221054739	0.186135796893393	0.301531982051868	220
Gregory	M	0.347696200096361	0.314057701106519	0.33824609879712	220
Williams	M	0.23553523852429	0.533677839313854	0.230786922161856	220
Bishop	M	0.32014509132174	0.423513824225919	0.256341084452341	219
Dirk	M	0.246028296398337	0.381747249023012	0.372224454578651	219
Xavier	M	0.36116875096568	0.273609595686651	0.365221653347669	218
Hilda	F	0.335166970651751	0.28877641486215	0.376056614486099	218
Sal	M	0.27218427149047	0.3718142508743	0.356001477635231	218
Stacy	F	0.26272912533274	0.25442252330992	0.482848351357341	218
Mathilde	F	0.508671307229943	0.110023494803368	0.381305197966689	217
Nana	F	0.406257474333103	0.211787328283377	0.38195519738352	217
Casey	M	0.272876816494547	0.449223944241317	0.277899239264137	216
Stacey	F	0.307661361121609	0.242692196695728	0.449646442182662	216
Bart	M	0.19522459725888	0.488511037231594	0.316264365509526	216
Beatriz	F	0.479361584863376	0.166136812890942	0.354501602245681	215
Davis	M	0.25622853937334	0.475665627384433	0.268105833242227	215
Lucie	F	0.435767589341418	0.142290876418087	0.421941534240495	214
Monika	F	0.399154475563222	0.233886170580466	0.366959353856312	214
Mitchell	M	0.349086433780049	0.355999038514713	0.294914527705238	214
Franklin	M	0.301668120581619	0.324324362302912	0.374007517115468	214
Louie	M	0.24638221667786	0.3004497497735	0.45316803354864	214
Morris	M	0.35568707874519	0.305963316842553	0.338349604412257	213
Clive	M	0.26305729183893	0.312204989859364	0.424737718301706	213
Alain	M	0.490291873864399	0.157787523249561	0.35192060288604	212
Gustav	M	0.428858728997838	0.218116739101213	0.353024531900949	212
Helene	F	0.44341694027459	0.250929224624263	0.305653835101147	211
Taylor	F	0.305653123346751	0.256943998806376	0.437402877846873	211
Nigel	M	0.220218949970981	0.381616671440163	0.398164378588856	211
Tamara	F	0.427756724774079	0.299421610259443	0.272821664966477	210
Maureen	F	0.426193846712249	0.19879300703924	0.375013146248511	210
Gail	F	0.344551474585055	0.360957212978278	0.294491312436668	210
Archie	M	0.331105940222585	0.288573746130658	0.380320313646757	210
Gabe	M	0.28543866823898	0.41661584217073	0.29794548959029	210
Logan	M	0.275831771876253	0.430189147697125	0.293979080426622	210
Emilia	F	0.514805506735769	0.238732248062617	0.246462245201615	209
Annette	F	0.377456041306798	0.164140141621769	0.458403817071433	209
Mabel	F	0.241632573620726	0.261702667018473	0.496664759360801	209
Carolina	F	0.430619528187228	0.168215496490448	0.401164975322324	208
Lukas	M	0.374047124201498	0.305163200146192	0.32078967565231	208
Abraham	M	0.397913071447159	0.372801277123493	0.229285651429348	207
Alec	M	0.370859365428406	0.386145844707515	0.242994789864079	207
Dona	F	0.384464964076842	0.288703147275942	0.326831888647217	207
Frederick	M	0.336661845606796	0.355543877385375	0.307794277007829	207
Lu	M	0.262832702109128	0.630129324872501	0.107037973018371	207
Brigitte	F	0.335872669873593	0.162969130904021	0.501158199222386	207
Finn	M	0.249468898841648	0.501952755569818	0.248578345588534	207
Hasan	M	0.410242851731795	0.393518612376379	0.196238535891826	206
Theresa	F	0.427951645353674	0.213130938229048	0.358917416417278	206
Mina	F	0.387698463861496	0.346169103910562	0.266132432227942	206
Toni	F	0.36677853611094	0.27954158198465	0.35367988190441	205
Winston	M	0.287446788409001	0.360050924439507	0.352502287151492	205
Armando	M	0.371634366207318	0.251582844716494	0.376782789076188	204
Lila	F	0.35182478140021	0.31691647136847	0.33125874723132	204
Georgia	F	0.394034856745884	0.25483880061557	0.351126342638546	203
Bryan	M	0.302508280063507	0.339067093662588	0.358424626273905	203
Horace	M	0.242002625617333	0.240129850897458	0.517867523485208	203
Markus	M	0.396168598125017	0.334458081499278	0.269373320375704	202
Caleb	M	0.382636825191392	0.369261428017243	0.248101746791365	202
Laurie	F	0.376290400559373	0.284159972864272	0.339549626576355	202
Percy	M	0.20155289811058	0.376377881755463	0.422069220133956	202
Guido	M	0.42756893875169	0.161956099672556	0.410474961575754	201
Francesco	M	0.385743258458396	0.203689036309374	0.41056770523223	201
Lulu	F	0.315256495460776	0.176928942980763	0.50781456155846	201
Kathleen	F	0.512254497717661	0.248029375732752	0.239716126549588	200
Brooke	F	0.343884974482476	0.2830606252793	0.373054400238225	200
Marian	F	0.253181933931347	0.54962796766218	0.197190098406472	200
Connor	M	0.251123944009482	0.494195136566551	0.254680919423967	200
Lester	M	0.296772230693485	0.218415869048208	0.484811900258307	200
Jakob	M	0.55886558896635	0.134311455375041	0.306822955658609	199
Eileen	F	0.439658356310713	0.220816784943332	0.339524858745955	199
Monique	F	0.421796990635646	0.185995726514263	0.392207282850091	199
Lana	F	0.311902551817122	0.381132467919319	0.306964980263559	199
Les	M	0.333980354175603	0.263453381057026	0.402566264767371	199
Maxine	F	0.323935759945141	0.272313099913138	0.403751140141721	199
Amir	M	0.442823526340754	0.326591559811417	0.230584913847829	198
Elias	M	0.405299668801973	0.423118483090208	0.171581848107818	198
Rahul	M	0.353342705392306	0.362184997681065	0.284472296926629	198
Ethel	F	0.331365063040861	0.123979619111697	0.544655317847441	198
Brett	M	0.285688499797442	0.352736400490319	0.361575099712239	198
Belle	F	0.253919998610074	0.423052589450484	0.323027411939442	198
Leila	F	0.457583473150209	0.257223572817946	0.285192954031845	197
Lillian	F	0.430999413301572	0.117170678035482	0.451829908662946	197
Roberta	F	0.364253794130811	0.258674039892261	0.377072165976928	197
Ursula	F	0.336098242981986	0.343047444589842	0.320854312428172	197
Pearl	F	0.307441870113243	0.366134226745228	0.326423903141529	197
Jasper	M	0.289373530721202	0.397857235072227	0.312769234206571	197
Vicki	F	0.265149104582572	0.351331026765167	0.383519868652261	197
Penelope	F	0.244951818858852	0.382572758665388	0.37247542247576	197
Constance	F	0.335350518456071	0.371691626994513	0.292957854549416	196
Jade	F	0.289762297360564	0.472000416111486	0.23823728652795	196
Richie	M	0.326535117855032	0.305559863001403	0.367905019143566	196
Lionel	M	0.329840878536446	0.193067069383668	0.477092052079887	196
Anders	M	0.450401008767549	0.269626713218776	0.279972278013675	195
Gavin	M	0.330525893593775	0.277853024628475	0.39162108177775	195
Millie	F	0.330784804252295	0.257638958809551	0.411576236938154	195
Adriana	F	0.410496668858377	0.308250923540635	0.281252407600988	194
Daniela	F	0.416851841043866	0.201465859624777	0.381682299331356	194
Sylvie	F	0.433782030421121	0.0808431440044112	0.485374825574468	194
Martina	F	0.469008067490322	0.194648411307066	0.336343521202612	193
Jaime	M	0.399848381680612	0.308369888968108	0.291781729351281	193
Jana	F	0.392058424262984	0.200520971773717	0.407420603963299	193
Cody	M	0.226056025872126	0.442550970693562	0.331393003434312	193
Lea	F	0.515582952151395	0.198932660512456	0.285484387336149	192
Raul	M	0.432209404956049	0.282156664284088	0.285633930759862	192
Geoffrey	M	0.374086890759734	0.316718336015653	0.309194773224613	192
Bradley	M	0.290001753790812	0.344183557766176	0.365814688443013	192
Tomas	M	0.526082528404343	0.282272808103764	0.191644663491893	191
Elise	F	0.434696076606959	0.217241539476556	0.348062383916485	191
Milo	M	0.24658111556559	0.441903488435298	0.311515395999112	191
Rod	M	0.17774632057495	0.489290983847077	0.332962695577974	191
Chester	M	0.171468032085549	0.355463140356215	0.473068827558236	191
Paulo	M	0.423482910576088	0.283799440178782	0.29271764924513	190
Gustavo	M	0.435626891966375	0.206746391439013	0.357626716594612	190
Sadie	F	0.330605906651601	0.30431773333202	0.365076360016379	190
Shannon	F	0.340281087682799	0.221612971849351	0.43810594046785	190
Lois	F	0.275536997171953	0.432505444833213	0.291957557994834	190
Ace	M	0.125784182201009	0.62544326868831	0.248772549110681	190
Tobias	M	0.386984420319861	0.259777661894994	0.353237917785145	189
Deborah	F	0.393484018441344	0.215924588282342	0.390591393276314	189
Billie	F	0.315574381152448	0.397926295630405	0.286499323217147	189
Hope	F	0.330393766622188	0.295603981323682	0.374002252054129	189
Karel	M	0.35563334548825	0.118408050447306	0.525958604064443	189
Giuseppe	M	0.336511627762887	0.165558097709943	0.49793027452717	189
Paige	F	0.288182724122311	0.320091494282171	0.391725781595518	189
Ah	M	0.25001546819618	0.477645807934704	0.272338723869116	189
Kelly	M	0.233149277673352	0.511763217112194	0.255087505214454	189
Cooper	M	0.255163976898519	0.370965743359307	0.373870279742175	189
Ludwig	M	0.420137380730638	0.195750540536852	0.384112078732509	188
Gladys	F	0.335646937671265	0.200930679204933	0.463422383123803	188
Von	M	0.210013025515713	0.516166726177844	0.273820248306443	188
Lorraine	F	0.324336966455003	0.201012821682185	0.474650211862812	187
Rocco	M	0.310639759849803	0.337053328391768	0.352306911758428	186
Casey	F	0.27820741709239	0.29358939419975	0.42820318870786	186
Nadine	F	0.40921021127795	0.266923090433366	0.323866698288684	185
Wilhelm	M	0.356919933887318	0.364299646903487	0.278780419209196	185
Gino	M	0.359954792056671	0.182331143479103	0.457714064464227	185
Alfonso	M	0.310226492924024	0.328733462824217	0.361040044251759	185
Wade	M	0.264458793216913	0.52648882417932	0.209052382603767	185
Clarence	M	0.277094591723058	0.264096952963164	0.458808455313778	185
Chris	F	0.331069035950716	0.427028321253338	0.241902642795947	184
Jerome	M	0.299834858111898	0.367332962363985	0.332832179524116	184
Lori	F	0.297801613611355	0.357598811997579	0.344599574391066	184
Rico	M	0.311174411808767	0.451680184364178	0.237145403827055	183
Luna	F	0.267439436286767	0.41825901503793	0.314301548675304	183
Suzy	F	0.290560297716404	0.278524413991944	0.430915288291652	183
Rodney	M	0.240054041866946	0.378491249789243	0.381454708343811	183
Raoul	M	0.402791266505092	0.303129526179321	0.294079207315587	182
Karan	M	0.303563672191357	0.585556558162538	0.110879769646105	182
Jonah	M	0.274578155352992	0.429974787270662	0.295447057376347	182
Damien	M	0.281240311598499	0.37725303645643	0.341506651945071	182
Clyde	M	0.267407933115899	0.365897795538538	0.366694271345563	182
Lucien	M	0.439293260792552	0.216280317458481	0.344426421748967	181
Denis	M	0.422975881398204	0.202813047572854	0.374211071028942	181
Claudio	M	0.439640479190482	0.140535712700316	0.419823808109202	181
Dina	F	0.361575946193736	0.256019373843921	0.382404679962343	181
Joanne	F	0.427164520033327	0.216375492451053	0.356459987515619	180
Romeo	M	0.338293854317624	0.287844668721439	0.373861476960937	180
Jackie	M	0.263300972637717	0.405312960875136	0.331386066487147	180
Glen	M	0.257813616373223	0.348843389806081	0.393342993820696	180
Josie	F	0.38314999573767	0.283198978677792	0.333651025584538	179
Bea	F	0.407974070257243	0.166176009502911	0.425849920239846	179
Shelly	F	0.292242762109591	0.240552583318252	0.467204654572157	179
Madeline	F	0.342055066445366	0.291044977698629	0.366899955856005	178
Akira	M	0.243292395343506	0.580754780578263	0.175952824078231	178
Mai	F	0.246217719093015	0.530055237061288	0.223727043845697	178
Katerina	F	0.402214182941111	0.229724057805332	0.368061759253558	177
Alexandre	M	0.418051434204099	0.168543163278226	0.413405402517675	177
Tito	M	0.313194907021014	0.267346941266795	0.419458151712191	177
Phyllis	F	0.298050251564157	0.29812602925059	0.403823719185253	177
Morgan	F	0.239607035021287	0.433343289762589	0.327049675216125	177
Tammy	F	0.277272525801321	0.195625880786465	0.527101593412214	177
Manuela	F	0.424259095065226	0.232812429815759	0.342928475119015	176
Valeria	F	0.43258288929219	0.183323258542094	0.384093852165717	176
Gabrielle	F	0.375829043720175	0.286560065035866	0.337610891243959	176
Sidney	M	0.31954387248864	0.246788733197073	0.433667394314287	176
Salvador	M	0.393812886715348	0.301237349313894	0.304949763970758	175
Governor	M	0.342746116579325	0.427639379654664	0.229614503766011	175
Sabrina	F	0.281186550107587	0.244310369486181	0.474503080406232	175
Ignacio	M	0.452754593385103	0.262252093148737	0.28499331346616	174
Adele	F	0.426026869636544	0.210404247443353	0.363568882920103	174
Abe	M	0.394963886642879	0.325105000252266	0.279931113104855	174
Fran	F	0.373386099534066	0.21855556626428	0.408058334201653	174
Betsy	F	0.311749707688387	0.304129487687507	0.384120804624106	174
Jed	M	0.243076709123927	0.482391244885673	0.274532045990399	174
Camila	F	0.452422816568836	0.238898711748239	0.308678471682925	173
Rodolfo	M	0.407478939443915	0.271035526636758	0.321485533919327	173
Gerry	M	0.384386815476795	0.244953862565705	0.370659321957499	173
Cassandra	F	0.278548069477119	0.41152843356651	0.309923496956371	173
Perry	M	0.278201536763667	0.392562663814282	0.329235799422051	173
Murray	M	0.295814920956554	0.281939170230164	0.422245908813283	173
Josephine	F	0.484586785230915	0.121562187676307	0.393851027092778	172
Vicente	M	0.405030073639933	0.272155705609337	0.32281422075073	172
Blanche	F	0.340962639714111	0.253926111506499	0.405111248779391	172
Lizzie	F	0.455972960190612	0.135116333331658	0.40891070647773	171
Marjorie	F	0.371538061214983	0.258250192916785	0.370211745868232	171
Shawn	M	0.340808863505057	0.365632780323977	0.293558356170966	171
Marcia	F	0.356533259124484	0.28013213055311	0.363334610322406	171
Heidi	F	0.346088451591964	0.219662160449993	0.434249387958043	171
Mira	F	0.351617236270253	0.368937681492173	0.279445082237574	170
Stone	M	0.205188816758135	0.583459693873416	0.211351489368449	170
Ginger	F	0.161725961810215	0.370423168176394	0.467850870013391	170
Ernst	M	0.460770079016045	0.218810642792623	0.320419278191332	169
Rolf	M	0.393804050465813	0.250955077988215	0.355240871545971	169
Viola	F	0.391112089209535	0.200314791330153	0.408573119460312	169
Nicky	M	0.367922533162806	0.211288299162955	0.420789167674239	169
Marlene	F	0.314018839072782	0.27835988494893	0.407621275978288	169
Brent	M	0.26505637630156	0.295177623689467	0.439766000008973	169
Chip	M	0.162867792211138	0.261886011234247	0.575246196554615	169
Mariano	M	0.395538204520396	0.214666639230115	0.38979515624949	168
Hiroshi	M	0.292610550053734	0.469961598237423	0.237427851708843	168
Angus	M	0.272184460845955	0.448084152524038	0.279731386630007	168
Burt	M	0.170219275074315	0.472534224313962	0.357246500611723	168
Jens	M	0.445866158264291	0.137626491684214	0.416507350051496	167
Irma	F	0.325051926022141	0.246977220485388	0.427970853492471	167
Clare	F	0.491713259182367	0.169606135188687	0.338680605628946	166
Carolyn	F	0.405410931896061	0.316502984504198	0.278086083599741	166
Martine	F	0.38908489606921	0.241978642910411	0.368936461020378	166
Ava	F	0.354272339273272	0.321777361826671	0.323950298900057	166
Wes	M	0.286518791372932	0.3972059533776	0.316275255249468	166
Alexis	M	0.506341254598209	0.227335961043849	0.266322784357942	165
Walt	M	0.361127978898009	0.324276860307373	0.314595160794618	165
Muriel	F	0.370932797045209	0.176573140202841	0.45249406275195	165
Angelica	F	0.29033998993052	0.409690906760734	0.299969103308746	165
Charley	M	0.300715891758652	0.338721206736263	0.360562901505085	165
Hung	M	0.170514452161188	0.667895540666294	0.161590007172518	165
Rusty	M	0.194779981982473	0.458081273706821	0.347138744310706	165
Renata	F	0.501445247285859	0.142875887841802	0.355678864872339	164
Rosario	F	0.453518720966207	0.263508000212105	0.282973278821688	164
Marcelo	M	0.445138274805919	0.196423212180497	0.358438513013583	164
Lucille	F	0.386871152352738	0.231595389924768	0.381533457722494	164
Salvatore	M	0.353462640525278	0.241270841590944	0.405266517883778	164
Mack	M	0.275015618137329	0.510789174638598	0.214195207224073	164
Marisa	F	0.337980773670846	0.120303016103067	0.541716210226087	164
Trish	F	0.299816329778997	0.260496948656582	0.43968672156442	164
Randall	M	0.214165571349431	0.41830392675598	0.36753050189459	164
Russ	M	0.28033036744215	0.391954118846673	0.327715513711177	163
Virgil	M	0.254852355334101	0.455512669558319	0.289634975107581	163
Ibrahim	M	0.392960085154301	0.367717967284839	0.23932194756086	162
Edna	F	0.442267831347235	0.126623339750482	0.431108828902283	162
Gertrude	F	0.412184519641413	0.154218067770708	0.433597412587879	162
Hazel	F	0.405177503710131	0.181915687024915	0.412906809264954	162
Anjali	F	0.298146218773873	0.537568861013527	0.1642849202126	162
Daphne	F	0.332858017301997	0.241959941451001	0.425182041247002	162
Bridget	F	0.327902384906301	0.241493895499149	0.43060371959455	162
Riley	M	0.274890084126989	0.470639821246573	0.254470094626438	162
Marguerite	F	0.50895042292966	0.175551731875777	0.315497845194564	161
August	M	0.341299699863969	0.30521074636262	0.353489553773411	161
Rupert	M	0.267903258448024	0.284977246916392	0.447119494635584	161
Butch	M	0.164005063056642	0.49498831544291	0.341006621500448	161
Tex	M	0.101863755565709	0.689406153466441	0.20873009096785	161
Luc	M	0.388158971886839	0.312403616550888	0.299437411562273	160
Lou	F	0.35955025370333	0.344133862978928	0.296315883317742	160
Faith	F	0.363099026703773	0.309424781177762	0.327476192118465	160
Walker	M	0.282620512926421	0.51298395994816	0.204395527125419	160
Nikolai	M	0.396516026251622	0.43961738841067	0.163866585337707	159
Leyla	F	0.385332512899375	0.3723384136448	0.242329073455825	159
Anya	F	0.378466719080893	0.359985316356732	0.261547964562375	159
Renee	F	0.398246867369751	0.265192427876857	0.336560704753393	159
Magnus	M	0.293819168931199	0.452291216885224	0.253889614183577	159
Stewart	M	0.279527724596783	0.368138410822239	0.352333864580978	159
Sonya	F	0.317352978186364	0.458730355162631	0.223916666651005	158
Ferdinand	M	0.298480557313308	0.205350390242143	0.496169052444549	158
Elvis	M	0.298194131391593	0.151046959660498	0.550758908947909	158
Asha	F	0.321117745881666	0.490880612858731	0.188001641259603	157
Elsie	F	0.384471241410149	0.213520735058469	0.402008023531382	157
Kent	M	0.257109927791716	0.410441382483227	0.332448689725058	157
Marge	F	0.290541069140708	0.231904849241899	0.477554081617393	157
Trent	M	0.224919241046307	0.444328440487818	0.330752318465875	157
Timmy	M	0.226198235703348	0.297903398107449	0.475898366189203	157
Michal	M	0.495229564293217	0.164701525368992	0.340068910337791	156
Malik	M	0.377510817653079	0.377076451138464	0.245412731208458	156
Beverly	F	0.322604772642859	0.261906746523673	0.415488480833468	156
Phoebe	F	0.273512340006958	0.281418859970862	0.44506880002218	156
Margo	F	0.230966648122744	0.418252180562089	0.350781171315166	156
Yolanda	F	0.401401605091435	0.258246846001362	0.340351548907203	155
Juliet	F	0.409908969996584	0.204013344582803	0.386077685420612	155
Eddy	M	0.362259642762841	0.305458102401644	0.332282254835515	155
Carole	F	0.372288753000027	0.242125835628996	0.385585411370976	155
Anderson	M	0.32335843520445	0.404300809201951	0.272340755593598	155
Aldo	M	0.318971324498005	0.359283812093777	0.321744863408218	155
Derrick	M	0.329505442104324	0.252647442107426	0.41784711578825	154
Nicola	M	0.332274200968345	0.239783887789915	0.42794191124174	154
Leslie	M	0.327057911261009	0.239297630140958	0.433644458598033	154
Jan	F	0.316564234568253	0.264242248178364	0.419193517253383	154
Sasha	M	0.425525331307263	0.316364698824634	0.258109969868103	153
Enrico	M	0.427149308907688	0.207762250422793	0.365088440669518	153
Armand	M	0.384745347102912	0.324058829201742	0.291195823695346	153
Rudolf	M	0.350801603258408	0.332066963711499	0.317131433030093	153
Monty	M	0.241882637115981	0.384926397296954	0.373190965587065	153
Magdalena	F	0.579363266200343	0.141300415837595	0.279336317962062	152
Melody	F	0.305382229209634	0.316005509416264	0.378612261374101	152
Harrison	M	0.263400548196462	0.37942066812111	0.357178783682428	152
Sunny	M	0.233779262004952	0.466878768833384	0.299341969161663	152
Yusuf	M	0.426096948001394	0.462965486352965	0.110937565645642	151
Mateo	M	0.422285195579233	0.369780720164629	0.207934084256138	151
Tania	F	0.434956577423332	0.307977651095049	0.257065771481618	151
Henrik	M	0.480601159318226	0.153133647654549	0.366265193027225	151
